"","time","N"
"1",0,0.0075187969924812
"2",0.0145171054837927,0.0150375939849624
"3",0.0164554856210594,0.0225563909774436
"4",0.106122802572196,0.0150375939849624
"5",0.177907061126169,0.0225563909774436
"6",0.202435046811095,0.0300751879699248
"7",0.244277444901634,0.037593984962406
"8",0.244759256528844,0.0451127819548872
"9",0.268704067975059,0.037593984962406
"10",0.276765404373326,0.0451127819548872
"11",0.289054706011655,0.0526315789473684
"12",0.299891306270802,0.0451127819548872
"13",0.337649521187354,0.0526315789473684
"14",0.363603210168171,0.0601503759398496
"15",0.378982737235388,0.0676691729323308
"16",0.390612167900359,0.075187969924812
"17",0.415487194662612,0.0827067669172932
"18",0.417444113494647,0.0902255639097744
"19",0.423404132381509,0.0827067669172932
"20",0.427631111863709,0.0902255639097744
"21",0.444978307468709,0.0977443609022556
"22",0.451930715864022,0.0902255639097744
"23",0.459445430919389,0.0977443609022556
"24",0.487893607621087,0.105263157894737
"25",0.492008952464529,0.112781954887218
"26",0.504123076403503,0.105263157894737
"27",0.507281410811325,0.112781954887218
"28",0.509351138235649,0.120300751879699
"29",0.516916681658383,0.12781954887218
"30",0.524476584008295,0.135338345864662
"31",0.525936053717087,0.142857142857143
"32",0.526739998024403,0.150375939849624
"33",0.534059837356481,0.157894736842105
"34",0.538944627369263,0.165413533834586
"35",0.541989083246759,0.172932330827068
"36",0.543110585935261,0.180451127819549
"37",0.550420432168554,0.18796992481203
"38",0.554723586563278,0.195488721804511
"39",0.560161530173773,0.18796992481203
"40",0.561412152874015,0.195488721804511
"41",0.562611747653071,0.203007518796992
"42",0.567701771281727,0.210526315789474
"43",0.573215624189592,0.218045112781955
"44",0.578686027225489,0.225563909774436
"45",0.585668945165337,0.233082706766917
"46",0.591548590065427,0.225563909774436
"47",0.592104464152239,0.218045112781955
"48",0.596449946377135,0.225563909774436
"49",0.596605146110573,0.233082706766917
"50",0.60413314799462,0.240601503759398
"51",0.604846260070817,0.24812030075188
"52",0.626954134652015,0.240601503759398
"53",0.632036678468022,0.233082706766917
"54",0.638406091384126,0.240601503759398
"55",0.643202870780801,0.24812030075188
"56",0.645431804377396,0.255639097744361
"57",0.648132272547448,0.263157894736842
"58",0.658751423038149,0.270676691729323
"59",0.660208697602898,0.263157894736842
"60",0.664112049655802,0.270676691729323
"61",0.664824896880381,0.278195488721804
"62",0.666185829940241,0.270676691729323
"63",0.68003255401694,0.278195488721804
"64",0.688020785561947,0.270676691729323
"65",0.695498350333926,0.278195488721804
"66",0.697347321904653,0.285714285714286
"67",0.6975865268376,0.293233082706767
"68",0.69910388774752,0.300751879699248
"69",0.701284722446073,0.293233082706767
"70",0.701843152527553,0.300751879699248
"71",0.70234224770262,0.308270676691729
"72",0.70236709742102,0.300751879699248
"73",0.7030502873674,0.308270676691729
"74",0.704183177820687,0.315789473684211
"75",0.704917838272747,0.308270676691729
"76",0.705523944338753,0.315789473684211
"77",0.723986678826247,0.323308270676692
